Respondent,Hobby,OpenSource,Student,Employment,FormalEducation,UndergradMajor,CompanySize,YearsCoding,YearsCodingProf,JobSatisfaction,ConvertedSalary,NumberMonitors,CheckInCode,WakeTime,HoursComputer,HoursOutside,SkipMeals,Exercise,Age
10535,Yes,No,"Yes, full-time",Employed full-time,Ad,Cd,5,4,4,1,94000,2,,4,4,0,3,0,3
10536,No,No,No,Employed full-time,Md,Ns,2,4,4,3,345000,3,4,2,3,1,1,3,3
10537,Yes,No,"Yes, part-time",Employed full-time,Ad,Cd,4,4,4,1,69000,2,5,2,3,0,0,2,2
10538,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Ae,6,5,5,3,55000,2,5,4,3,0,1,0,4
10539,Yes,No,"Yes, full-time",Employed full-time,Md,Cd,3,2,1,2,84000,2,2,4,3,2,0,3,3
10540,Yes,Yes,No,Employed full-time,Bd,Cd,3,5,3,2,135000,2,5,4,3,1,0,1,3
10541,No,Yes,No,Employed full-time,Md,Cd,2,6,3,1,1.00E+05,2,5,,,,,,
10542,Yes,No,No,Employed full-time,Bd,We,8,7,5,2,5.00E+05,1,3,3,3,0,0,1,3
10543,Yes,Yes,No,Employed full-time,Bd,In,8,7,5,-1,97000,3,2,2,2,2,0,0,4
10544,Yes,Yes,"Yes, full-time",Employed part-time,Nd,Cd,8,4,1,3,140000,2,5,5,3,2,2,3,2
10545,Yes,No,No,Employed full-time,Nd,Hu,4,5,5,1,150000,3,5,5,3,0,0,0,3
10546,No,No,No,Employed full-time,Md,Bu,4,5,7,3,120000,3,5,2,2,2,0,3,6
10547,No,Yes,"Yes, part-time",Employed full-time,Bd,Cd,8,3,1,3,68000,2,3,2,4,0,0,0,2
10548,Yes,No,No,Employed full-time,Md,Ae,8,3,2,3,72000,2,5,2,2,1,0,1,3
10549,Yes,Yes,"Yes, part-time",Employed part-time,Nd,Cd,3,3,1,2,15428,2,5,4,2,1,2,0,2
10550,Yes,No,No,Employed full-time,Bd,Cd,4,5,2,3,107500,3,5,4,2,1,0,0,2
10551,Yes,No,No,Employed full-time,Bd,Ar,2,2,2,-1,105000,2,3,4,2,3,0,2,4
10552,Yes,Yes,No,Employed full-time,Bd,Ns,4,11,9,1,175000,3,5,4,4,1,1,0,4
10553,No,No,No,Employed full-time,Bd,,5,1,1,2,50000,3,5,5,4,2,0,1,3
10554,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,1,3,2,2,120000,2,5,5,3,0,0,0,3
10555,No,No,No,Employed full-time,Bd,Cd,1,3,2,2,66000,2,5,4,2,1,0,0,5
10556,No,No,No,Employed full-time,Nd,No,8,7,7,3,145,1,3,4,2,1,0,2,4
10557,Yes,Yes,No,Employed full-time,Md,Bu,6,3,2,1,165000,2,5,1,3,1,0,0,5
10558,Yes,Yes,"Yes, full-time",Employed full-time,Bd,Ss,8,5,2,2,24000,2,5,3,2,0,2,0,2
10559,No,No,No,Employed full-time,Bd,Cd,4,2,1,-1,74000,3,5,2,4,0,2,1,3
10560,No,Yes,No,Employed full-time,Nd,Cd,8,8,7,3,180000,2,5,3,2,1,0,1,4
10561,Yes,Yes,No,Employed full-time,Bd,Cd,4,3,2,2,85000,3,5,5,2,2,0,1,4
10562,Yes,Yes,No,Employed full-time,Bd,Ss,3,2,2,2,80000,2,5,3,2,1,3,0,3
10563,Yes,No,No,Employed full-time,Nd,Cd,7,8,5,2,135000,2,5,2,3,2,0,1,4
10564,Yes,No,No,Employed full-time,Bd,In,6,3,2,2,50000,2,3,4,3,1,0,0,3
10565,Yes,No,No,Employed full-time,Bd,Cd,3,6,5,2,130000,2,3,4,3,2,2,3,3
10566,Yes,Yes,No,Employed full-time,Bd,Ns,6,6,6,3,86000,3,5,4,3,1,0,2,4
10567,No,No,No,Employed full-time,Bd,Cd,8,4,4,-1,1.00E+05,2,5,5,2,1,0,1,4
10568,Yes,Yes,No,Employed full-time,Bd,Ma,4,7,7,0,151000,2,5,4,3,2,0,0,4
10569,Yes,No,No,Employed full-time,Bd,Hu,6,1,1,3,74000,2,5,4,2,1,0,1,2
10570,Yes,No,No,Employed full-time,Bd,Ar,3,2,1,2,56000,3,5,3,3,2,1,0,3
10571,Yes,No,No,Employed full-time,Bd,Cd,3,2,1,2,55000,2,5,3,3,3,0,1,3
10572,Yes,Yes,No,Employed full-time,Nd,In,3,11,8,3,135000,2,5,4,4,0,3,0,4
10573,Yes,Yes,No,Employed full-time,Nd,Bu,4,2,2,2,120000,2,5,2,1,1,1,3,3
10574,Yes,No,No,Employed full-time,Bd,Cd,3,2,1,-2,56500,,,,,,,,
10575,Yes,No,"Yes, full-time",Employed full-time,Md,Ns,5,1,1,-2,37000,2,1,5,2,1,0,1,2
10576,Yes,No,No,Employed full-time,Bd,Ae,5,7,7,-1,127000,2,5,2,2,2,0,3,5
10577,No,Yes,No,Employed full-time,Bd,Cd,7,5,4,2,100013,4,5,4,2,1,1,1,3
10578,Yes,No,No,Employed full-time,Md,Cd,5,3,2,1,86700,2,5,4,3,2,2,2,3
10579,No,No,No,Employed full-time,Ad,Cd,4,5,5,-3,97000,3,5,2,2,2,3,1,3
10580,Yes,Yes,No,Employed full-time,Bd,Ar,5,5,3,3,180000,2,5,4,2,2,0,2,3
10581,Yes,Yes,No,Employed full-time,Bd,In,5,6,4,3,110000,2,5,4,3,0,0,1,3
10582,Yes,Yes,No,Employed full-time,Bd,Cd,8,11,9,-3,140000,1,5,4,4,2,0,1,4
10583,Yes,Yes,No,Employed full-time,Bd,,3,8,6,3,185000,2,5,3,3,1,3,3,3
10584,Yes,No,No,Employed full-time,Bd,Cd,4,2,2,2,77254,3,5,2,2,0,2,2,3
10585,Yes,No,No,Employed full-time,Odd,Cd,7,9,6,2,150000,3,3,3,2,0,0,0,4
10586,Yes,No,No,Employed full-time,Bd,Cd,5,3,2,2,65000,2,3,4,3,1,1,0,3
10587,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,6,3,2,-1,90000,3,5,,,,,,
10588,Yes,No,No,Employed full-time,Bd,In,3,5,5,1,90000,3,5,4,3,0,3,0,4
10589,No,No,No,Employed full-time,Nd,Cd,8,4,4,2,130000,3,5,3,3,1,1,1,3
10590,Yes,No,No,Employed full-time,Bd,Cd,6,6,4,2,90000,2,4,4,3,2,1,2,4
10591,No,No,No,Employed full-time,Bd,In,5,7,5,3,110000,2,5,0,3,0,0,3,4
10592,No,No,No,Employed full-time,Bd,Cd,5,4,3,2,84000,2,3,3,3,0,0,1,3
10593,Yes,Yes,No,Employed full-time,Bd,Cd,5,3,3,2,175000,2,5,5,2,2,0,3,3
10594,Yes,No,No,Employed full-time,Nd,Cd,2,2,1,2,55000,3,3,2,4,0,0,1,3
10595,No,No,No,Employed full-time,Md,Ns,3,1,1,2,750000,2,3,4,3,0,0,2,3
10596,Yes,Yes,No,Employed full-time,Md,Bu,6,6,3,3,140000,2,5,4,3,1,0,1,3
10597,Yes,Yes,No,Employed full-time,Bd,Cd,8,7,2,1,80000,1,5,1,3,1,1,1,4
10598,Yes,No,No,Employed full-time,Bd,Ae,8,11,7,2,605000,2,3,3,2,0,0,1,4
10599,Yes,No,No,Employed full-time,Ad,We,8,7,3,-2,107000,2,2,3,3,1,0,0,4
10600,Yes,Yes,No,Employed full-time,Bd,Cd,4,3,2,2,82000,2,5,3,3,1,0,0,3
10601,Yes,Yes,No,Employed full-time,Bd,Cd,8,9,4,1,185000,2,2,5,3,1,0,0,3
10602,Yes,No,No,Employed full-time,Nd,Ae,4,3,1,1,34000,2,5,4,4,0,3,0,2
10603,No,No,No,Employed full-time,Bd,Bu,4,1,1,2,58000,3,5,3,2,1,1,2,2
10604,No,No,No,Employed full-time,Bd,Cd,7,2,1,2,65000,2,4,4,2,0,0,0,3
10605,Yes,Yes,No,Employed full-time,Bd,,3,,2,2,1.00E+05,2,2,5,3,1,1,0,3
10606,Yes,Yes,No,Employed full-time,Bd,Cd,8,9,6,2,160000,2,3,3,3,1,0,2,3
10607,No,No,No,Employed full-time,Md,Ns,2,6,2,2,60000,4,5,3,2,2,1,1,3
10608,Yes,No,No,Employed full-time,Bd,Cd,6,3,2,2,79000,2,5,3,3,0,0,1,2
10609,Yes,No,No,Employed full-time,Bd,Ss,2,4,3,1,45000,3,2,4,3,1,1,2,4
10610,No,No,No,Employed full-time,Md,Cd,2,10,10,3,135000,3,4,3,3,1,0,0,5
10611,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,2,2,80000,2,3,4,3,0,0,1,3
10612,Yes,Yes,No,Employed full-time,Md,Cd,2,6,3,3,125000,3,5,4,2,2,0,2,4
10613,Yes,Yes,No,Employed full-time,Md,Ma,7,7,6,3,155000,1,5,4,2,1,1,2,4
10614,Yes,No,No,Employed full-time,Md,Cd,8,2,2,2,89000,2,5,4,3,2,0,2,3
10615,No,Yes,No,Employed full-time,Bd,Cd,4,7,4,1,130000,2,5,3,2,1,1,2,3
10616,Yes,No,No,Employed full-time,Bd,Cd,5,4,4,2,1.00E+05,2,5,4,3,2,0,3,4
10617,No,Yes,No,Employed full-time,Bd,Cd,6,2,1,3,117000,,,,,,,,
10618,Yes,Yes,No,Employed full-time,Md,Ae,2,4,3,1,5150,2,5,2,2,2,0,2,3
10619,Yes,Yes,No,Employed full-time,Md,In,2,2,2,3,75000,2,3,3,2,2,0,1,3
10620,Yes,No,No,Employed full-time,Md,Cd,5,7,4,3,1.00E+05,2,2,5,2,2,0,0,4
10621,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,2,-1,74000,2,2,4,4,0,1,1,3
10622,Yes,Yes,"Yes, full-time",Employed full-time,Nd,Cd,2,2,1,2,21300,1,3,3,3,0,3,0,2
10623,Yes,No,"Yes, full-time",Employed part-time,Nd,We,8,4,2,3,11000,2,3,4,3,1,1,0,2
10624,Yes,No,No,Employed full-time,Bd,In,6,7,4,-1,72000,5,5,3,3,1,0,2,4
10625,Yes,Yes,No,Employed full-time,Nd,Cd,1,2,2,3,1.00E+05,2,5,3,3,1,3,0,3
10626,Yes,Yes,No,Employed full-time,Nd,No,8,3,3,3,1.00E+05,3,3,4,2,1,3,0,3
10627,Yes,Yes,No,Employed full-time,Nd,Cd,8,7,3,2,55000,1,3,4,4,0,1,1,3
10628,No,No,No,Employed full-time,Ad,We,8,2,2,3,60000,3,0,1,2,0,0,2,5
10629,No,No,No,Employed full-time,Bd,Cd,6,7,7,2,130000,2,5,4,2,1,0,2,5
10630,Yes,Yes,No,Employed full-time,Md,Cd,3,9,4,0,90000,1,5,2,4,3,2,0,3
10631,Yes,Yes,No,Employed full-time,Bd,Cd,6,9,7,2,96000,2,5,2,2,2,0,2,4
10632,Yes,No,No,Employed full-time,Bd,Ae,8,5,3,2,135000,1,3,4,2,2,1,0,
10633,Yes,No,No,Employed full-time,Nd,Cd,2,2,1,2,37440,2,5,4,3,0,1,0,2
10634,Yes,Yes,No,Employed full-time,Bd,Cd,3,4,2,3,62000,3,4,4,4,0,1,1,3
10635,Yes,No,No,Employed full-time,Bd,Cd,8,2,1,2,75000,2,3,5,2,2,1,0,3
10636,No,Yes,No,Employed full-time,Md,Cd,8,11,7,2,2.00E+05,1,5,3,3,1,0,2,4
10637,Yes,No,No,Employed full-time,Bd,Ae,1,2,1,-1,62000,2,5,4,3,3,3,2,3
10638,Yes,No,No,Employed full-time,Nd,Cd,4,11,9,3,,2,5,1,2,2,1,1,5
10639,Yes,Yes,No,Employed full-time,Bd,Ss,2,3,2,2,72000,2,5,4,3,1,3,2,3
10640,Yes,No,"Yes, full-time",Employed part-time,Nd,Ma,2,1,1,2,,1,3,5,2,2,1,2,2
10641,No,No,No,Employed full-time,Bd,Cd,8,3,2,3,777600,2,4,3,3,1,0,2,3
10642,Yes,Yes,No,Employed full-time,Bd,Cd,2,5,2,3,136000,2,5,7,3,2,0,0,3
10643,Yes,No,No,Employed full-time,Md,Cd,6,6,5,1,80000,2,5,3,2,0,0,3,4
10644,Yes,Yes,No,Employed full-time,Bd,Cd,2,2,1,0,40000,3,5,3,3,0,0,0,2
10645,Yes,Yes,No,Employed full-time,Nd,Cd,4,6,4,-1,68000,3,3,5,3,1,0,3,3
10646,Yes,No,No,Employed full-time,Bd,Cd,4,4,1,0,26000,2,5,4,2,2,0,3,2
10647,Yes,Yes,No,Employed full-time,Nd,Cd,8,6,4,-1,,2,3,2,3,2,1,2,4
10648,Yes,Yes,No,Employed full-time,Md,Ae,6,6,5,2,160000,2,5,5,3,2,1,0,4
10649,Yes,Yes,No,Employed full-time,Odd,Ma,6,5,2,0,56000,2,4,3,2,2,0,3,4
10650,Yes,No,No,Employed full-time,Bd,,4,2,2,2,92000,3,5,3,2,2,0,1,3
10651,Yes,No,No,Employed full-time,Nd,No,7,2,2,-1,2.00E+06,2,2,1,2,1,0,3,4
10652,Yes,No,No,Employed full-time,Bd,Ae,4,3,3,2,106000,3,5,1,2,1,0,3,3
10653,Yes,Yes,No,Employed full-time,Bd,Hu,4,2,2,2,135000,3,5,6,3,2,1,2,3
10654,Yes,No,No,Employed full-time,Nd,No,7,2,1,3,1.00E+05,3,5,3,2,2,1,2,2
10655,Yes,No,"Yes, full-time",Employed full-time,Md,Cd,3,2,2,-3,1020000,3,5,2,3,1,0,3,3
10656,Yes,No,No,Employed full-time,Bd,Ma,2,2,1,3,85000,3,5,4,3,0,0,0,4
10657,No,Yes,No,Employed full-time,Bd,Cd,6,3,3,2,2.00E+06,2,5,4,2,1,0,2,3
10658,Yes,No,No,Employed full-time,Bd,Cd,7,3,2,2,80000,3,5,2,3,2,3,2,3
10659,Yes,Yes,No,Employed full-time,Bd,Cd,6,8,8,2,127000,1,5,3,3,1,0,0,4
10660,No,No,No,Employed full-time,Bd,Cd,3,7,7,3,125000,3,3,1,2,0,1,2,4
10661,Yes,Yes,No,Employed full-time,Bd,Ss,4,2,2,1,75000,2,5,4,3,2,1,0,3
10662,Yes,Yes,No,Employed full-time,Bd,Cd,2,5,5,2,140000,2,5,3,4,1,0,3,3
10663,Yes,Yes,No,Employed full-time,Bd,Cd,3,9,9,2,,2,5,2,3,0,1,1,5
10664,Yes,Yes,No,Employed full-time,Bd,Cd,4,4,2,2,125000,1,5,5,2,0,2,2,3
10665,Yes,No,No,Employed full-time,Bd,Cd,4,8,6,3,165000,3,5,3,3,0,1,1,4
10666,Yes,No,No,Employed full-time,Bd,Cd,3,6,1,2,40000,2,5,4,2,0,3,0,3
10667,Yes,Yes,No,Employed full-time,Nd,Ma,6,11,6,-1,125000,3,5,3,2,0,2,1,5
10668,Yes,Yes,No,Employed full-time,Bd,Ma,2,5,5,3,2.00E+06,1,5,2,2,1,0,3,4
10669,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,8,3,2,2,148000,,,,,,,,
10670,No,Yes,No,Employed full-time,Bd,Cd,8,6,4,2,117000,3,5,2,3,1,0,1,4
10671,Yes,Yes,No,Employed full-time,Bd,Cd,3,8,5,-2,91750,2,5,3,3,1,3,0,4
10672,Yes,No,"Yes, full-time",Employed full-time,Bd,Cd,6,5,4,2,145000,2,4,4,2,1,0,1,3
10673,No,No,No,Employed full-time,Bd,In,7,7,7,-1,135000,3,5,2,3,1,0,1,4
10674,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,1,2,115000,2,5,2,3,1,3,0,2
10675,Yes,No,No,Employed full-time,Bd,Cd,6,5,4,3,160000,2,3,6,3,2,0,1,3
10676,Yes,Yes,No,Employed full-time,Bd,Bu,4,3,3,2,40000,2,5,4,3,1,0,0,3
10677,Yes,Yes,No,Employed full-time,Bd,In,4,3,2,3,46000,5,4,2,3,2,1,0,3
10678,No,No,No,Employed full-time,Bd,Cd,8,6,6,3,110000,1,5,3,3,0,0,2,4
10679,Yes,No,No,Employed full-time,Bd,Cd,1,4,2,2,56000,2,5,2,2,1,0,0,2
10680,Yes,Yes,No,Employed full-time,Bd,Cd,5,5,4,2,120000,2,5,2,2,1,1,1,3
10681,Yes,No,No,Employed full-time,Bd,In,7,4,3,-2,71500,3,4,4,3,0,1,1,3
10682,Yes,Yes,No,Employed full-time,Bd,Ns,2,2,2,1,90000,1,5,,,,,,2
10683,No,Yes,No,Employed full-time,Md,Cd,3,6,5,2,82000,2,3,2,3,1,0,2,4
10684,No,No,No,Employed full-time,Md,Ae,6,9,7,3,,4,5,1,2,2,0,2,4
10685,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,6,4,3,1,111000,3,4,2,3,2,0,0,3
10686,Yes,Yes,No,Employed full-time,Bd,Cd,6,6,3,3,155000,1,5,4,3,2,1,1,3
10687,Yes,No,"Yes, full-time",Employed part-time,Bd,Cd,6,3,1,1,25000,1,2,3,3,0,0,1,2
10688,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,8,3,2,1,87000,2,5,5,2,1,0,3,3
10689,Yes,No,No,Employed full-time,Bd,Cd,2,2,1,2,70500,2,5,3,3,2,1,2,3
10690,Yes,No,No,Employed full-time,Bd,Cd,5,3,1,3,62000,3,3,3,3,1,0,2,2
10691,Yes,No,No,Employed full-time,Md,Ma,3,3,2,2,96000,2,5,4,3,2,0,3,3
10692,No,No,No,Employed full-time,Md,Cd,4,9,9,2,90000,2,5,3,2,2,0,1,6
10693,Yes,Yes,"Yes, full-time",Employed part-time,Bd,,5,1,1,2,25000,2,2,6,2,1,2,0,3
10694,Yes,Yes,No,Employed full-time,Bd,Cd,3,4,3,3,85000,2,5,3,2,2,0,0,3
10695,Yes,No,"Yes, full-time",Employed full-time,Bd,Cd,5,3,2,2,70000,3,4,3,4,1,0,0,3
10696,Yes,No,No,Employed full-time,Nd,Cd,3,5,4,2,65000,3,5,2,3,2,0,2,3
10697,Yes,Yes,No,Employed full-time,Sd,,1,6,4,1,120000,2,5,4,2,1,1,1,3
10698,Yes,No,No,Employed full-time,Md,Cd,4,6,3,-3,121000,2,5,2,2,1,0,0,3
10699,Yes,No,No,Employed full-time,Md,Cd,5,4,3,-3,2.00E+06,3,0,3,1,1,3,3,3
10700,Yes,No,No,Employed full-time,Ad,Cd,8,10,10,3,114000,3,5,3,2,2,0,3,5
10701,Yes,No,No,Employed full-time,Md,Cd,3,5,4,2,140000,2,5,,,,,,3
10702,Yes,Yes,No,Employed full-time,Bd,Cd,6,4,2,2,75000,3,5,2,3,1,0,2,3
10703,Yes,Yes,No,Employed full-time,Md,Cd,4,5,3,3,132800,2,5,4,3,3,1,2,3
10704,Yes,Yes,No,Employed full-time,Bd,Cd,4,8,6,2,99000,2,5,5,3,1,0,0,4
10705,Yes,Yes,No,Employed full-time,Bd,Cd,8,5,5,2,160000,3,4,4,2,1,0,1,4
10706,Yes,Yes,No,Employed full-time,Bd,Bu,1,2,2,-3,99996,1,5,4,2,0,0,2,3
10707,No,Yes,No,Employed full-time,Bd,Cd,4,3,1,-1,110000,2,5,3,3,1,0,2,3
10708,Yes,Yes,No,Employed full-time,Bd,Hu,4,6,4,3,155000,2,5,3,3,2,1,0,
10709,Yes,Yes,No,Employed full-time,Bd,Cd,1,7,7,2,150000,2,5,3,3,1,0,0,4
10710,Yes,Yes,"Yes, part-time",Employed part-time,Nd,Cd,8,3,1,3,30000,2,4,6,3,2,0,2,2
10711,No,Yes,No,Employed full-time,Md,Ae,1,3,2,0,74000,2,2,4,3,1,0,1,4
10712,Yes,Yes,"Yes, full-time",Employed full-time,Nd,No,4,10,10,1,2.00E+06,3,5,0,4,2,2,0,4
10713,Yes,No,No,Employed full-time,Md,Bu,4,1,1,3,2.00E+06,2,,4,3,1,0,0,3
10714,Yes,Yes,No,Employed full-time,Bd,Cd,4,5,3,-2,165000,2,3,5,2,1,0,2,3
10715,Yes,Yes,No,Employed full-time,Bd,Cd,3,5,2,2,67000,2,5,5,3,0,0,0,3
10716,Yes,No,No,Employed full-time,Nd,Cd,4,2,1,3,70000,3,3,0,4,1,2,0,3
10717,Yes,No,No,Employed full-time,Bd,Cd,6,2,1,2,62500,2,5,3,2,1,0,2,3
10718,Yes,No,No,Employed full-time,Bd,Cd,6,4,1,1,105000,2,5,4,2,1,1,2,2
10719,Yes,Yes,No,Employed full-time,Nd,Cd,3,4,3,-1,115000,2,5,3,3,2,0,2,3
10720,No,No,No,Employed full-time,Pd,,4,4,4,-1,71500,2,5,3,3,1,1,2,4
10721,No,No,No,Employed full-time,Bd,Cd,4,3,2,1,115000,2,3,3,2,1,0,2,3
10722,Yes,No,"Yes, part-time",Employed part-time,Sd,,3,3,1,2,20000,1,4,4,2,2,1,1,2
10723,Yes,Yes,"Yes, part-time",Employed full-time,Nd,Cd,1,2,1,-2,29000,3,5,4,3,2,1,0,2
10724,No,No,No,Employed full-time,Bd,Cd,2,3,2,3,70000,2,5,4,2,2,0,2,3
10725,Yes,No,No,Employed full-time,Bd,Ns,5,3,2,2,46000,2,2,1,3,2,1,3,3
10726,Yes,No,No,Employed full-time,Bd,Ss,3,2,1,2,57000,1,2,4,3,0,0,2,2
10727,Yes,Yes,No,Employed full-time,Ad,In,4,8,7,-1,117500,3,5,4,3,0,0,1,4
10728,No,No,No,Employed full-time,Bd,In,6,3,2,2,66000,2,5,4,3,1,0,1,3
10729,Yes,Yes,No,Employed full-time,Bd,Cd,1,4,3,2,120000,3,5,4,3,1,0,2,3
10730,No,No,No,Employed full-time,Odd,Ns,1,2,1,2,57000,2,5,3,3,0,0,0,4
10731,Yes,No,No,Employed full-time,Md,Cd,3,4,4,-2,110000,1,3,3,4,0,1,0,5
10732,Yes,No,No,Employed full-time,Bd,Ae,3,2,2,-1,80000,2,3,4,3,1,0,1,3
10733,No,No,"Yes, full-time",Employed full-time,Md,Cd,5,11,2,2,103000,3,5,2,3,2,2,0,3
10734,Yes,Yes,No,Employed full-time,Bd,Cd,8,5,5,3,175000,1,5,4,2,1,0,2,4
10735,Yes,No,No,Employed full-time,Md,Cd,6,3,2,-1,82000,3,3,4,3,1,0,2,3
10736,Yes,Yes,"Yes, part-time",Employed full-time,Nd,Cd,8,4,2,3,65000,2,2,5,3,2,2,1,3
10737,Yes,Yes,No,Employed full-time,Bd,Ss,3,3,2,1,120000,3,4,4,3,2,1,1,3
10738,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,1,-1,80000,1,2,4,3,2,0,1,3
10739,Yes,No,No,Employed full-time,Bd,Cd,3,11,11,3,450000,2,5,2,2,2,2,2,5
10740,Yes,No,No,Employed full-time,Md,Ae,3,8,8,3,136000,2,0,2,2,2,0,0,5
10741,Yes,Yes,No,Employed full-time,Bd,Cd,4,4,3,3,160000,3,5,4,2,2,0,0,3
10742,Yes,No,No,Employed full-time,Bd,Hu,4,4,4,1,87000,3,5,3,2,1,0,1,3
10743,Yes,No,No,Employed full-time,Bd,Cd,5,4,3,1,55000,2,3,4,4,0,0,0,3
10744,Yes,No,No,Employed part-time,Bd,Cd,2,2,1,2,57600,2,3,4,2,1,0,1,3
10745,Yes,Yes,No,Employed full-time,Ad,Cd,6,7,7,2,155000,2,5,2,3,1,0,0,5
10746,Yes,Yes,No,Employed full-time,Bd,Ae,1,3,3,2,75500,3,4,3,3,1,1,1,3
10747,Yes,Yes,No,Employed full-time,Bd,Cd,4,2,1,-3,1.00E+05,2,5,5,2,2,0,2,3
10748,No,No,No,Employed full-time,Bd,Cd,6,4,2,1,91000,2,3,3,3,0,0,0,3
10749,Yes,Yes,No,Employed full-time,Nd,Bu,8,9,9,0,129000,2,5,5,4,1,0,2,5
10750,Yes,Yes,No,Employed full-time,Bd,Cd,6,7,6,1,1128000,3,5,3,3,2,0,1,4
10751,Yes,Yes,No,Employed full-time,Odd,Ma,3,5,2,3,110000,2,5,4,4,0,0,1,4
10752,Yes,Yes,No,Employed full-time,Md,In,8,3,3,-2,95000,2,5,4,4,1,1,0,3
10753,Yes,No,No,Employed full-time,Md,Cd,8,4,3,1,,3,5,6,3,1,0,1,3
10754,Yes,No,No,Employed full-time,Bd,Ae,4,9,7,3,96000,2,3,3,2,1,0,2,4
10755,Yes,No,No,Employed full-time,Bd,,8,8,8,2,,2,5,2,2,2,0,2,6
10756,Yes,No,No,Employed full-time,Md,Ae,8,3,3,-1,1296000,3,3,3,3,1,0,2,3
10757,No,No,No,Employed full-time,Bd,Cd,1,3,2,3,,2,2,4,3,0,0,1,3
10758,No,No,No,Employed full-time,Bd,Cd,5,7,6,2,94000,2,3,4,2,1,0,2,
10759,Yes,No,No,Employed full-time,Md,Cd,4,7,7,-1,75000,2,,2,3,2,0,1,6
10760,Yes,No,No,Employed full-time,Bd,Ns,8,2,1,2,,3,3,3,3,2,1,2,3
10761,No,No,No,Employed full-time,Md,Cd,4,6,5,2,125000,2,3,2,3,1,0,0,3
10762,Yes,No,"Yes, full-time",Employed full-time,Bd,Bu,6,1,1,3,67275,1,3,2,3,0,0,3,3
10763,No,No,No,Employed full-time,Ad,Cd,4,8,7,-2,57000,2,5,3,3,1,0,0,6
10764,Yes,Yes,No,Employed full-time,Nd,Cd,2,11,11,3,150000,1,5,1,4,0,1,0,4
10765,Yes,Yes,No,Employed full-time,No,,4,6,6,3,120000,1,5,2,3,3,3,3,4
10766,Yes,No,"Yes, full-time",Employed full-time,Nd,Cd,4,3,2,1,68000,2,4,5,2,1,1,0,2
10767,Yes,No,No,Employed full-time,Bd,Ae,8,6,6,1,90000,1,5,2,3,2,0,1,4
10768,Yes,No,No,Employed full-time,Bd,Cd,8,3,1,3,62000,3,3,2,2,1,0,2,2
10769,Yes,No,No,Employed full-time,Md,Cd,8,2,2,3,65000,2,5,4,3,2,1,2,3
10770,Yes,Yes,No,Employed full-time,Ad,Ae,6,6,6,2,125000,3,5,4,3,2,1,1,4
10771,Yes,Yes,No,Employed full-time,Nd,In,4,4,2,1,135000,3,5,1,3,0,0,0,3
10772,Yes,No,No,Employed full-time,Bd,Ae,6,3,2,3,150000,2,5,2,2,0,1,2,3
10773,No,No,No,Employed full-time,Bd,Ar,1,3,3,2,105000,2,5,4,2,0,0,1,4
10774,No,No,No,Employed full-time,Bd,Cd,3,5,3,2,68000,2,5,5,2,2,0,1,4
10775,Yes,Yes,No,Employed full-time,Bd,Cd,2,4,2,-1,60000,1,4,5,3,2,0,3,3
10776,Yes,Yes,No,Employed full-time,Bd,Ss,4,2,2,1,97500,2,5,4,2,2,1,0,3
10777,Yes,Yes,No,Employed full-time,Bd,In,3,5,1,2,110000,2,5,3,2,1,0,1,4
10778,Yes,Yes,No,Employed full-time,Bd,Ma,1,2,1,-1,30000,3,5,6,3,2,1,1,3
10779,Yes,No,"Yes, full-time",Employed part-time,Bd,In,1,2,2,3,20000,2,5,4,3,1,1,1,2
10780,No,No,No,Employed full-time,Bd,Cd,4,4,1,2,70000,2,3,3,3,2,0,2,2
10781,Yes,No,No,Employed full-time,Bd,Cd,8,3,1,2,61500,4,3,3,3,0,0,1,2
10782,Yes,No,"Yes, full-time",Employed part-time,Nd,In,4,1,1,2,37000,2,5,5,2,1,0,1,2
10783,Yes,Yes,No,Employed full-time,Bd,Cd,6,6,3,2,120000,2,3,4,4,0,1,0,3
10784,Yes,No,No,Employed full-time,Bd,In,2,11,7,3,95000,3,3,2,3,0,0,0,4
10785,Yes,Yes,No,Employed full-time,Md,Cd,5,4,4,-1,103000,2,5,4,3,0,3,0,3
10786,Yes,No,No,Employed full-time,Bd,Cd,4,11,9,2,1.00E+05,2,5,3,3,0,1,0,5
10787,Yes,No,No,Employed full-time,Bd,Ae,3,3,2,2,90000,3,5,2,2,0,0,0,3
10788,Yes,No,No,Employed full-time,Md,Hu,3,3,1,-3,55000,3,5,4,2,2,0,0,4
10789,Yes,No,No,Employed full-time,Bd,In,3,2,2,2,51000,3,5,3,3,1,0,3,3
10790,Yes,No,No,Employed full-time,Bd,Cd,4,2,1,2,75000,2,2,2,2,0,0,1,3
